"Id";"Data transakcji / wyceny";"Województwo";"Powiat";"Gmina";"Miejscowość";"Dzielnica";"Obręb geodezyjny";"Arkusz mapy";"Ulica";"Nr domu";"Nr lokalu";"Powierzchnia użytkowa (m2)";"Cena";"Cena m2 p.u.";"Cena z uwzględnieniem miejsca postojowego";"Cena m2 p.u. z uwzględnieniem miejsca postojowego";"Kondygnacja lokalu";"Liczba kondygnacji";"Liczba izb";"Rok budowy";"Rodzaj budynku";"Stan prawny lokalu";"Stan prawny gruntu";"Źródło informacji";"Opis";"Konstrukcja budynku";"Cena brutto";"Cena brutto m2 p.u.";"Cena brutto z uwzględnieniem miejsca postojowego";"Cena brutto m2 p.u. z uwzględnieniem miejsca postojowego";"Nr KW";"Sąd wieczystoksięgowy";"Nr aktu notarialnego";"Źródło danych do wpisu";"Sprzedający";"Kupujący";"Pomieszczenia przynależne - ilość";"Pomieszczenie przynależne - opis";"Cena p. przynależnego zawarta w cenie transakcyjnej";"Pomieszczenia przynależne - Cena za sztukę";"Liczba miejsc postojowych";"Rodzaj miejsca postojowego";"Cena m. postojowego zawarta w cenie transakcyjnej";"M. postojowe - Cena za sztukę";"Pomieszczenia inne przynależne";"Pozostałe obiekty";"Funkcjonalność lokalu";"Standard lokalu";"Powierzchnia użytkowa budynku";"Standard techniczny budynku";"Modernizowany w ostatnich 5 latach";"Ekspozycja lokalu";"Winda";"Kod pocztowy";"Osiedle";"Strefa miasta";"Otoczenie";"Dostępność komunikacyjna";"Źródło ceny";"Cena (waluta)";"Waluta";"Kurs waluty z dn. transakcji";"Stan prawny budynku";"Dział III KW lokalu";"Dział III KW gruntu";"Wartość rynkowa";"Wartość odtworzeniowa";"Stawka VAT";"M. postojowe - Stawka VAT";"Data utworzenia";"Data modyfikacji";"Wpisana przez";"Modyfikowana przez";"Świadectwo charakterystyki energetycznej";"Nr św. ch. energetycznej";"Wskaźnik zapotrzebowania na energię pierwotną (EP)";"Wskaźnik zapotrzebowania na energię pierwotną (EK)";"Numer działki";"Pole powierzchni gruntu";"Udział"
"";"2017-06-29";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Borek (11)";"1";"AL. GEN. JÓZEFA HALLERA ";"30 ";"6";"47.07";"267000.00";"5672.40";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"1 piętro, 2 pokoje, kuchnia,łazienka,przedpokój, piwnica o pow.3.65m2;Obręb: 0011 - Borek, Ark.: 1, Nr dz.: 28/5;księga gruntowa: WR1K/00121836/3";"";"267000.00";"5672.40";"";"";"WR1K/00122852/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"4544/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-318";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"28/5";"2683";"127/10000
"
"";"2017-04-10";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Borek (11)";"1";"AL. GEN. JÓZEFA HALLERA ";"4 ";"1";"76.1";"365000.00";"4796.32";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"1 piętro, 3 pokoje, kuchnia,łazienka iwc,przedpokój, komórka lokatorska w piwnicy;Obręb: 0011 - Borek, Ark.: 1, Nr dz.: 75/2;księga gruntowa: WR1K/00080473/0";"";"365000.00";"4796.32";"";"";"WR1K/00199915/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"10398/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-318";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"75/2";"2715";"1962/100000
"
"";"2017-05-29";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Grabiszyn (28)";"17";"AL. GEN. JÓZEFA HALLERA ";"51 ";"17";"65.73";"310000.00";"4716.26";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"brak informacji w akcie notarialnym cena brutto czy netto;IV piętro, 2 pokoje, kuchnia, łazienka, przedpokój, pom.gospodarcze;Obręb: 0028 - Grabiszyn, Ark.: 17, Nr dz.: 3/5;księga gruntowa: WR1K/00056026/5";"";"310000.00";"4716.26";"";"";"WR1K/00247876/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"2611/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-325";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3/5";"266";"799/10000
"
"";"2017-03-21";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Grabiszyn (28)";"27";"AL. GEN. JÓZEFA HALLERA ";"96 ";"23";"57.6";"490000.00";"8506.94";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"brak informacji w akcie notarialnym cena brutto czy netto;IV PIĘTRO, 2 POKOJE, ŁAZIENKA Z WC, POKÓJ Z ANEKSEM KUCHENNYM IPRZEDPOKOJEM,;Obręb: 0028 - Grabiszyn, Ark.: 27, Nr dz.: 27/10;księga gruntowa: WR1K/00244575/3";"";"490000.00";"8506.94";"";"";"WR1K/00285992/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"890/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-203";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"27/10";"5619";"10082/1000000
"
"";"2017-09-14";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Karłowice (50)";"6";"AL. JANA KASPROWICZA ";"2 ";"14";"50.98";"280000.00";"5492.35";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"8 kondygnacja-2 pokoje,kuchnia,łazienka,wc,przedpokój,garderoba oraz piwnica opow.2.13 m2;Obręb: 0050 - Karłowice, Ark.: 6, Nr dz.: 1/9;księga gruntowa: WR1K/00181421/9";"";"280000.00";"5492.35";"";"";"WR1K/00264251/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"9427/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-137";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1/9";"17198";"2402/1000000
"
"";"2017-07-26";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Zacisze (07)";"6";"AL. JANA KOCHANOWSKIEGO ";"39 ";"2";"84.51";"320000.00";"3786.53";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"1 piętro, 3 pokoje, kuchnia, łazienka, przedpokój;Obręb: 0007 - Zacisze, Ark.: 6, Nr dz.: 30/3;księga gruntowa: WR1K/00059266/0";"";"320000.00";"3786.53";"";"";"WR1K/00060854/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"3054/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-602";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"30/3";"178";"20/100
"
"";"2017-11-10";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Zacisze (07)";"3";"AL. JANA KOCHANOWSKIEGO ";"78 ";"2";"93.6";"450000.00";"4807.69";"";"";"";"";"6";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"1 piętro,pięć pokoi, wtym 2 połączone, kuchnia, łazienka,przedpokój i korytarz opow-ni 93.90m2 oraz przynależne pomieszczenia: dwa pomieszczenia gospodarcze,korzytarz i garaż w piwnicy budynku o powierzchni łącznej 49.60m2;Obręb: 0007 - Zacisze, Ark.: 3, Nr dz.: 79;księga gruntowa: WR1K/00008525/2";"";"450000.00";"4807.69";"";"";"WR1K/00349080/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"10481/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-601";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"79";"1435";"3060/10000
"
"";"2017-07-12";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"16";"AL. JANA MATEJKI ";"14 ";"18";"56.27";"150000.00";"2665.72";"";"";"";"";"3";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"wart. rynkowa 197500;4 piętro, 2 pokoje,kuchnia,łazienka z wc,przedpokój;Obręb: 0005 - Plac Grunwaldzki, Ark.: 16, Nr dz.: 55;księga gruntowa: WR1K/00084344/5";"";"150000.00";"2665.72";"";"";"WR1K/00297731/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"9478/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-333";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"55";"256";"669/10000
"
"";"2017-06-14";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"16";"AL. JANA MATEJKI ";"17 ";"3";"33.98";"170000.00";"5002.94";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"parter, dwa pokoje, kuchnia, łazienka i przedpokój;Obręb: 0005 - Plac Grunwaldzki, Ark.: 16, Nr dz.: 66;księga gruntowa: WR1K/00061395/0";"";"170000.00";"5002.94";"";"";"WR1K/00112214/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"4132/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-333";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"66";"255";"38/1000
"
"";"2017-03-22";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"16";"AL. JANA MATEJKI ";"19 ";"9";"33.98";"202500.00";"5959.39";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"1 piętro, 2 pokoje, kuchnia, łazienka z wc, przedpokój;Obręb: 0005 - Plac Grunwaldzki, Ark.: 16, Nr dz.: 67;księga gruntowa: WR1K/00062405/1";"";"202500.00";"5959.39";"";"";"WR1K/00288638/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"3160/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-333";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"67";"257";"380/10000
"
"";"2017-04-25";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Borek (11)";"4";"AL. JARZĘBINOWA ";"11 ";"32";"19.0";"200000.00";"10526.32";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 piętro, 1 pokoje, kuchnia z przedpokojem,łazienka,;Obręb: 0011 - Borek, Ark.: 4, Nr dz.: 126;księga gruntowa: WR1K/00004629/3";"";"200000.00";"10526.32";"";"";"WR1K/00223543/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"2108/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-120";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"126";"1257";"182/10000
"
"";"2017-05-12";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Borek (11)";"4";"AL. JARZĘBINOWA ";"15 ";"8";"74.6";"420000.00";"5630.03";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 piętro, 3 pokoje, kuchnia,łazienka,przedpokój,;Obręb: 0011 - Borek, Ark.: 4, Nr dz.: 57/1;księga gruntowa: WR1K/00090071/5";"";"420000.00";"5630.03";"";"";"WR1K/00156942/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"1985/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-120";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"57/1";"382";"1126/10000
"
"";"2017-04-25";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Borek (11)";"5";"AL. JARZĘBINOWA ";"4 ";"40";"19.0";"150000.00";"7894.74";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"przeniesienie własności nieruchomości na zabezpieczenie;3 piętro, 1 pokój, kuchnia,łazienka,przedpokój;Obręb: 0011 - Borek, Ark.: 5, Nr dz.: 149/16;księga gruntowa: WR1K/00004638/9";"";"150000.00";"7894.74";"";"";"WR1K/";"Sąd Rejonowy dla Wrocławia - Krzyków";"27920/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-134";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"149/16";"1454";"182/10000
"
"";"2017-05-25";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Borek (11)";"2";"AL. LIPOWA ";"6 ";"9";"85.82";"685000.00";"7981.82";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 piętro, 3 pokoje, kuchnia,wc,przedpokój, pomieszczenie gospodarcze;Obręb: 0011 - Borek, Ark.: 2, Nr dz.: 76/1;księga gruntowa: WR1K/00069406/7";"";"685000.00";"7981.82";"";"";"WR1K/00347340/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"2225/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-124";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"76/1";"592";"802/10000
"
"";"2017-10-23";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Zalesie (08)";"5";"AL. LUDOMIRA RÓŻYCKIEGO ";"11 ";"2";"67.2";"620000.00";"9226.19";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"1 piętro, 2 pokoje, kuchni, łazienka,przedpokój i komórka;Obręb: 0008 - Zalesie, Ark.: 5, Nr dz.: 85;księga gruntowa: WR1K/00019154/0";"";"620000.00";"9226.19";"";"";"WR1K/00035641/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"13974/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-612";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"85";"995";"482/1000
"
"";"2017-09-08";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kowale (53)";"28";"AL. MARCINA KROMERA ";"27 ";"50";"52.3";"190000.00";"3632.89";"";"";"";"";"3";"";"";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"IV piętro, 2 pokoje, kuchnia, łazienka, przedpokój + wycienione razem z miejscempostojowym nr 22 w GW4;Obręb: 0053 - Kowale, Ark.: 28, Nr dz.: 42/2;księga gruntowa: WR1K/00048042/4";"";"190000.00";"3632.89";"";"";"WR1K/00171251/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"1702/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-163";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"42/2";"11153";"16/10000
"
"";"2017-09-20";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kowale (53)";"25";"AL. MARCINA KROMERA ";"57 ";"9";"48.86";"369000.00";"7552.19";"";"";"";"";"1";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"I piętro, pokój z aneksem kuchennym i połączony z przedpokojem, łazienka;Obręb: 0053 - Kowale, Ark.: 25, Nr dz.: 15/10;księga gruntowa: WR1K/00215529/4";"";"369000.00";"7552.19";"";"";"WR1K/00266679/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"2864/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-163";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15/10";"5889";"59/10000
"
"";"2017-10-20";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Kowale (53)";"25";"AL. MARCINA KROMERA ";"65 ";"39";"49.7";"341500.00";"6871.23";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"VI piętro, 2 pokoje, kuchnia, łazienka, przedpokój + miejsce postojowe nr 8 wycenionerazem;Obręb: 0053 - Kowale, Ark.: 25, Nr dz.: 15/9;księga gruntowa: WR1K/00215528/7";"";"341500.00";"6871.23";"";"";"WR1K/00308812/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"132125/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-163";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15/9";"4732";"55/10000
"
"";"2017-07-11";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Karłowice (50)";"19";"AL. TADEUSZA BOYA-ŻELENSKIEGO ";"69 ";"3";"48.38";"280000.00";"5787.52";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"2 kondygnacja-2 pokoje,kuchnia,łazienka,przedpokój;Obręb: 0050 - Karłowice, Ark.: 19, Nr dz.: 13/2;księga gruntowa: WR1K/00091990/0";"";"280000.00";"5787.52";"";"";"WR1K/00198448/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"4816/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-162";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13/2";"6778";"42/10000
"
"";"2017-05-26";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"7";"ALEJA PIASTÓW ";"58 ";"1";"81.7";"510000.00";"6242.35";"";"";"";"";"4";"";"jednorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"cena lokalu mieszkalnego nr 2 - oddzielnie;I kondygnacja, 3 pokoje, kuchnia, łazienka, holl.;Obręb: 0040 - Oporów, Ark.: 7, Nr dz.: 29;księga gruntowa: WR1K/00072319/4";"";"510000.00";"6242.35";"";"";"WR1K/00072320/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"2539/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-425";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"29";"1116";"1/2
"
"";"2017-04-12";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Grabiszyn (28)";"27";"ALEJA GEN. JÓZEFA HALLERA ";"86 ";"9";"72.95";"620000.00";"8498.97";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"brak informacji w akcie notarialnym cena brutto czy netto;I pietro, 2 pokoje,1 pokój połączony z aneksem kuchennym, przedpokój, łazienka,pom.przynaIeżne komórkja lokatorska o pow.6.61m2;Obręb: 0028 - Grabiszyn, Ark.: 27, Nr dz.: 27/11;księga gruntowa: WR1K/00280496/9";"";"620000.00";"8498.97";"";"";"WR1K/00316047/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"905/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"27/11";"4813";"11932/1000000
"
"";"2017-04-12";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Grabiszyn (28)";"27";"ALEJA GEN. JÓZEFA HALLERA ";"90 ";"2";"51.14";"425000.00";"8310.52";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"brak informacji w akcie notarialnym cena brutto czy netto;PARTER, 2 POKOJE W TYM JEDEN Z KUCHNIĄ, POŁĄCZONY ZPRZEDPOKOJEM, ŁAZIENKA Z WC;Obręb: 0028 - Grabiszyn, Ark.: 27, Nr dz.: 27/11;księga gruntowa: WR1K/00280496/9";"";"425000.00";"8310.52";"";"";"WR1K/00315880/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"1840/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"27/11";"4946";"7670/1000000
"
"";"2017-03-30";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"10";"ALEJA PIASTÓW ";"2a ";"6";"59.88";"392338.00";"6552.07";"";"";"";"";"3";"";"wieIorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"w tym podatek Vat, cena IokaIu niemieszkalnego oddzielnie;III kondygnacja, 3 pokoje w tym jeden pokój z kuchnią połączony z przedpokem iłazienka.;Obręb: 0040 - Oporów, Ark.: 10, Nr dz.: 29,30/1,30/8,31,34/2,35,38/8;księga gruntowa: ";"";"392338.00";"6552.07";"";"";"WR1K/00202637/0";"Sąd Rejonowy dla Wrocławia - Krzyków";"1807/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-425";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"29,30/1,30/8,31,34/2,35,38/8";"12392";"5988/1549444
"
"";"2017-06-07";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"7";"ALEJA PIASTÓW ";"45 ";"2";"833.3";"171000.00";"205.21";"";"";"";"";"4";"";"jednorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"III kondygnacja, 3 pokoje , kuchnia, łazienka i korytarz;Obręb: 0040 - Oporów, Ark.: 7, Nr dz.: 55;księga gruntowa: ";"";"171000.00";"205.21";"";"";"WR1K/00036498/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"2326/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-424";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"55";"1003";"3551/20000
"
"";"2017-01-23";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Oporów (40)";"10";"ALEJA PIASTÓW ";"4a ";"2";"51.07";"312918.00";"6127.24";"";"";"";"";"3";"";"wieIorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"brutto, cena miejsca postojowego oddzieInie;I kondygnacja , 2 pokoje, kuchnia, łazienka i przedpokój.;Obręb: 0040 - Oporów, Ark.: 10, Nr dz.: 29,30/1,30/8,31,34/2,35,38/8;księga gruntowa: WR1K/00202637/0";"";"312918.00";"6127.24";"";"";"WR1K/00355172/9";"Sąd Rejonowy dla Wrocławia - Krzyków";"590/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-425";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"29,30/1,30/8,31,34/2,35,38/8";"12392";"5107/1549444
"
