"Id";"Data transakcji / wyceny";"Województwo";"Powiat";"Gmina";"Miejscowość";"Dzielnica";"Obręb geodezyjny";"Arkusz mapy";"Ulica";"Nr domu";"Nr lokalu";"Powierzchnia użytkowa (m2)";"Cena";"Cena m2 p.u.";"Cena z uwzględnieniem miejsca postojowego";"Cena m2 p.u. z uwzględnieniem miejsca postojowego";"Kondygnacja lokalu";"Liczba kondygnacji";"Liczba izb";"Rok budowy";"Rodzaj budynku";"Stan prawny lokalu";"Stan prawny gruntu";"Źródło informacji";"Opis";"Konstrukcja budynku";"Cena brutto";"Cena brutto m2 p.u.";"Cena brutto z uwzględnieniem miejsca postojowego";"Cena brutto m2 p.u. z uwzględnieniem miejsca postojowego";"Nr KW";"Sąd wieczystoksięgowy";"Nr aktu notarialnego";"Źródło danych do wpisu";"Sprzedający";"Kupujący";"Pomieszczenia przynależne - ilość";"Pomieszczenie przynależne - opis";"Cena p. przynależnego zawarta w cenie transakcyjnej";"Pomieszczenia przynależne - Cena za sztukę";"Liczba miejsc postojowych";"Rodzaj miejsca postojowego";"Cena m. postojowego zawarta w cenie transakcyjnej";"M. postojowe - Cena za sztukę";"Pomieszczenia inne przynależne";"Pozostałe obiekty";"Funkcjonalność lokalu";"Standard lokalu";"Powierzchnia użytkowa budynku";"Standard techniczny budynku";"Modernizowany w ostatnich 5 latach";"Ekspozycja lokalu";"Winda";"Kod pocztowy";"Osiedle";"Strefa miasta";"Otoczenie";"Dostępność komunikacyjna";"Źródło ceny";"Cena (waluta)";"Waluta";"Kurs waluty z dn. transakcji";"Stan prawny budynku";"Dział III KW lokalu";"Dział III KW gruntu";"Wartość rynkowa";"Wartość odtworzeniowa";"Stawka VAT";"M. postojowe - Stawka VAT";"Data utworzenia";"Data modyfikacji";"Wpisana przez";"Modyfikowana przez";"Świadectwo charakterystyki energetycznej";"Nr św. ch. energetycznej";"Wskaźnik zapotrzebowania na energię pierwotną (EP)";"Wskaźnik zapotrzebowania na energię pierwotną (EK)";"Numer działki";"Pole powierzchni gruntu";"Udział"
"";"2017-07-05";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Wojszyce (26)";"13";"ul. JAROSŁAWA IWASZKIEWICZA ";"29 ";"6";"48.74";"268000.00";"5498.56";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 pokoje wtym 1 z aneksem kuchennym, połączony z przedpokojem, łazienka, 2kondygnacja;Obręb: 0026 - Wojszyce, Ark.: 13, Nr dz.: 431/27;księga gruntowa: ";"";"268000.00";"5498.56";"";"";"WR1K/00301352/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"3178/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"52-211";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"431/27";"4452";"4874/524352
"
"";"2017-07-12";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"13";"ul. JEDNOŚCI NARODOWEJ ";"107 ";"3";"57.17";"285000.00";"4985.13";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"I piętro, trzy pokoje, kuchnia, łazienka z wc i przedpokój;Obręb: 0005 - Plac Grunwaldzki, Ark.: 13, Nr dz.: 36;księga gruntowa: WR1K/00070099/1";"";"285000.00";"4985.13";"";"";"WR1K/00286847/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"76070/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-301";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"36";"294";"464/10000
"
"";"2017-06-07";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"13";"ul. JEDNOŚCI NARODOWEJ ";"107 ";"8";"58.11";"290000.00";"4990.54";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"II piętro, trzy pokoje, kuchnia, łazienka, wci przedpokój;Obręb: 0005 - Plac Grunwaldzki, Ark.: 13, Nr dz.: 36;księga gruntowa: WR1K/00070099/1";"";"290000.00";"4990.54";"";"";"WR1K/00082280/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"1048/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-301";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"36";"294";"480/10000
"
"";"2017-06-28";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"13";"ul. JEDNOŚCI NARODOWEJ ";"108 ";"14";"78.39";"507000.00";"6467.66";"";"";"";"";"3";"";"";"Prawo własności";"(uw - użytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"5 piętro,2 pokoje, kuchnia,łazienka z wc,przedpokój;Obręb: 0005 - Plac Grunwaldzki, Ark.: 13, Nr dz.: 24;księga gruntowa: WR1K/00084662/0";"";"507000.00";"6467.66";"";"";"WR1K/00166978/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"69627/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-301";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"24";"275";"793/10000
"
"";"2017-04-03";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"13";"ul. JEDNOŚCI NARODOWEJ ";"108 ";"14";"78.39";"285000.00";"3635.67";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"V piętro, dwa pokoje, kuchnia, łazienka z wc i przedpokój;Obręb: 0005 - Plac Grunwaldzki, Ark.: 13, Nr dz.: 24;księga gruntowa: WR1K/00084662/0";"";"285000.00";"3635.67";"";"";"WR1K/00166978/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"28284/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-301";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"24";"275";"793/10000
"
"";"2017-09-11";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"11";"ul. JEDNOŚCI NARODOWEJ ";"152 ";"175";"53.8";"380000.00";"7063.20";"";"";"";"";"1";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"6 piętro,1 pokój, połączonyz kuchnią, hoIem,pokój,łazienka;Obręb: 0005 - Plac Grunwaldzki, Ark.: 11, Nr dz.: 14/4;księga gruntowa: ";"";"380000.00";"7063.20";"";"";"WR1K/00199637/5";"Sąd Rejonowy dla Wrocławia - Krzyków";"2760/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-302";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14/4";"7405";"5710/1479670
"
"";"2017-07-19";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"10";"ul. JEDNOŚCI NARODOWEJ ";"173 ";"8";"39.15";"180000.00";"4597.70";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"III piętro, pokój, kuchnia, łazienka i przedpokój oraz piwnica o pow.8.22 m2;Obręb: 0005 - Plac Grunwaldzki, Ark.: 10, Nr dz.: 25/8;księga gruntowa: WR1K/00115384/4";"";"180000.00";"4597.70";"";"";"WR1K/00142981/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"8368/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-303";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25/8";"305";"465/10000
"
"";"2017-07-19";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"10";"ul. JEDNOŚCI NARODOWEJ ";"179 ";"19";"46.14";"180000.00";"3901.17";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"5 piętro, 1 pokój, kuchnia,łazienka z wc,przedpokój;Obręb: 0005 - Plac Grunwaldzki, Ark.: 10, Nr dz.: 23;księga gruntowa: WR1K/00060800/6";"";"180000.00";"3901.17";"";"";"WR1K/00257020/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"3272/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-303";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"23";"253";"467/10000
"
"";"2017-04-13";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"17";"ul. JEDNOŚCI NARODOWEJ ";"75 ";"3";"78.92";"250000.00";"3167.76";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"I piętro, dwa pokoje, kuchnia, łazienka, wc i przedpokój oraz pomieszczeniegospodarcze;Obręb: 0005 - Plac Grunwaldzki, Ark.: 17, Nr dz.: 119;księga gruntowa: WR1K/00085879/1";"";"250000.00";"3167.76";"";"";"WR1K/00352901/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"7803/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-262";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"119";"255";"897/10000
"
"";"2017-07-28";"dolnośląskie";"Wrocław";"Wrocław-Śródmieście (delegatura)";"Wrocław-Śródmieście";"Śródmieście";"Plac Grunwaldzki (05)";"17";"ul. JEDNOŚCI NARODOWEJ ";"90 ";"7";"94.15";"359000.00";"3813.06";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 piętro,2 pokoje,;Obręb: 0005 - Plac Grunwaldzki, Ark.: 17, Nr dz.: 41/5;księga gruntowa: WR1K/00121357/1";"";"359000.00";"3813.06";"";"";"WR1K/00360654/0";"Sąd Rejonowy dla Wrocławia - Krzyków";"1714/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-261";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"41/5";"342";"787/10000
"
"";"2017-08-03";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Popowice (42)";"11";"ul. JELENIA ";"34 ";"17";"54.1";"290000.00";"5360.44";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"V piętro , 3 pokoje , kuchnia , łazienka , przedpokój;Obręb: 0042 - Popowice, Ark.: 11, Nr dz.: 6/20;księga gruntowa: WR1K/00196923/6";"";"290000.00";"5360.44";"";"";"WR1K/00232052/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"5381/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-242";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6/20";"9857";"2545/1000000
"
"";"2017-05-17";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Popowice (42)";"11";"ul. JELENIA ";"56 ";"33";"54.1";"290000.00";"5360.44";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"3 pokoje , kuchnia , łazienka , pprzedpokój , piwnica;Obręb: 0042 - Popowice, Ark.: 11, Nr dz.: 7/2.6/20;księga gruntowa: WR1K/00196923/6";"";"290000.00";"5360.44";"";"";"WR1K/00173598/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"932/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-242";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7/2.6/20";"10176";"2558/1000000
"
"";"2017-04-21";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Grabiszyn (28)";"16";"ul. JEMIOŁOWA ";"44 ";"66";"36.97";"267000.00";"7222.07";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"brak informacji w akcie notarialnym cena brutto czy netto;VII piętro, pokój z aneksem kuchennym, przedpokojem, łazienka,;Obręb: 0028 - Grabiszyn, Ark.: 16, Nr dz.: 25/5,19/1;księga gruntowa: WR1K/00101315/9";"";"267000.00";"7222.07";"";"";"WR1K/00279552/0";"Sąd Rejonowy dla Wrocławia - Krzyków";"857/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-426";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25/5,19/1";"2995";"3528/1000000
"
"";"2017-04-20";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Grabiszyn (28)";"16";"ul. JEMIOŁOWA ";"74 ";"13";"52.62";"340000.00";"6461.42";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"brak informacji w akcie notarialnym cena brutto czy netto;IV piętro, 2 pokoje, kuchnia, łazienka, przedpokój,;Obręb: 0028 - Grabiszyn, Ark.: 16, Nr dz.: 21/3;księga gruntowa: WR1K/00055563/4";"";"340000.00";"6461.42";"";"";"WR1K/00110344/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"1944/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"53-426";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21/3";"195";"7/100
"
"";"2017-04-26";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Gądów Mały (27)";"3";"ul. JERZEGO BAJANA ";"15 ";"6";"64.82";"370000.00";"5708.11";"";"";"";"";"4";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"parter, 3 pokoje, kuchnia, przedpokó, garderoba, łazienka, piwnica o pow.2.40m2;Obręb: 0027 - Gądów Mały, Ark.: 3, Nr dz.: 26/9;księga gruntowa: WR1K/00151209/8";"";"370000.00";"5708.11";"";"";"WR1K/00164900/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"2961/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-129";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"26/9";"3979";"151/10000
"
"";"2017-06-21";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Gądów Mały (27)";"3";"ul. JERZEGO BAJANA ";"17 ";"2";"51.12";"380000.00";"7433.49";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"parter, 2 pokoje, kuchnia, przedpokój, wiatrołap, garderoba, łazienka, piwnica;Obręb: 0027 - Gądów Mały, Ark.: 3, Nr dz.: 26/11;księga gruntowa: WR1K/00151210/8";"";"380000.00";"7433.49";"";"";"WR1K/00164904/4";"Sąd Rejonowy dla Wrocławia - Krzyków";"1230/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-129";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"26/11";"10810";"40/10000
"
"";"2017-04-25";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Gądów Mały (27)";"3";"ul. JERZEGO BAJANA ";"21 ";"7";"32.25";"170000.00";"5271.32";"";"";"";"";"1";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"I piętro, pokój, aneks kuchenny, przedpokó, łazienka, przynależna piwnica opow.4.62m2;Obręb: 0027 - Gądów Mały, Ark.: 3, Nr dz.: 26/11;księga gruntowa: WR1K/00151210/8";"";"170000.00";"5271.32";"";"";"WR1K/00165015/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"2735/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-129";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"26/11";"10810";"27/10000
"
"";"2017-07-28";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Gądów Mały (27)";"3";"ul. JERZEGO BAJANA ";"3 ";"15";"74.13";"395000.00";"5328.48";"";"";"";"";"5";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"4 piętro, 4 pokoje, kuchnia, łazienka, wc, przedpokój, komórka Iokatorska opow.3.41 m2 w piwnicy;Obręb: 0027 - Gądów Mały, Ark.: 3, Nr dz.: 26/40;księga gruntowa: WR1K/00179486/5";"";"395000.00";"5328.48";"";"";"WR1K/00213622/2";"Sąd Rejonowy dla Wrocławia - Krzyków";"81295/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-129";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"26/40";"11506";"42/10000
"
"";"2017-03-13";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Gądów Mały (27)";"3";"ul. JERZEGO BAJANA ";"31 ";"14";"34.63";"225000.00";"6497.26";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"2 piętro, pokój, garderoba, kuchnia, łazienka, przedpokój, piwnica o pow.5.02m2;Obręb: 0027 - Gądów Mały, Ark.: 3, Nr dz.: 26/11;księga gruntowa: WR1K/00151210/8";"";"225000.00";"6497.26";"";"";"WR1K/00165416/3";"Sąd Rejonowy dla Wrocławia - Krzyków";"1661/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-129";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"26/11";"10810";"29/10000
"
"";"2017-06-02";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Gądów Mały (27)";"3";"ul. JERZEGO BAJANA ";"31 ";"15";"35.16";"245000.00";"6968.15";"";"";"";"";"2";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"2 piętro, przedpokój, pokój dzienny, sypialnia, aneks kuchenny, łazienka, garderoba,piwnica o pow.3.98m2;Obręb: 0027 - Gądów Mały, Ark.: 3, Nr dz.: 26/11;księga gruntowa: WR1K/00151210/8";"";"245000.00";"6968.15";"";"";"WR1K/00165205/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"5218/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-129";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"26/11";"10810";"29/10000
"
"";"2017-04-19";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Gądów Mały (27)";"3";"ul. JERZEGO BAJANA ";"6 ";"15";"47.7";"125000.00";"2620.55";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ww - współużytkowanie wieczyste)";"Umowa ostateczna sprzedaży rynek wtórny";"cena za udział 1/2 do lokalu;5 piętro, dwa pokoje, kuchnia, łazienka, przedpokój, piwnica o pow.1.52m2;Obręb: 0027 - Gądów Mały, Ark.: 3, Nr dz.: 5/243;księga gruntowa: WR1K/00217472/3";"";"125000.00";"2620.55";"";"";"WR1K/00269606/1";"Sąd Rejonowy dla Wrocławia - Krzyków";"11081/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-129";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5/243";"12785";"36/20000
"
"";"2017-06-26";"dolnośląskie";"Wrocław";"Wrocław-Fabryczna (delegatura)";"Wrocław-Fabryczna";"Fabryczna";"Gądów Mały (27)";"3";"ul. JERZEGO BAJANA ";"70 ";"5";"49.3";"153200.00";"3107.51";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"2 piętro, 2 pokoje, kuchnia, łazienka, wc, przedpokój, pomieszczenie w piwnicy opow.2.47m2;Obręb: 0027 - Gądów Mały, Ark.: 3, Nr dz.: 5/266;księga gruntowa: WR1K/00215771/5";"";"153200.00";"3107.51";"";"";"WR1K/00235843/7";"Sąd Rejonowy dla Wrocławia - Krzyków";"4504/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"54-129";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5/266";"15939";"35/10000
"
"";"2017-05-12";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Gaj (13)";"14";"ul. JERZEGO KUKUCZKI ";"13 ";"11";"66.5";"283000.00";"4255.64";"";"";"";"";"2";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"1 piętro, pokój, pokój z kuchnią i z przedpokojem, łazienka+ pom.przynaIezne tj.komórka Iokatorska-ŁĄCZNA POW. 66.50 M2;Obręb: 0013 - Gaj, Ark.: 14, Nr dz.: 44/2;księga gruntowa: WR1K/00092631/3";"";"283000.00";"4255.64";"";"";"WR1K/00241416/0";"Sąd Rejonowy dla Wrocławia - Krzyków";"1339/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-570";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"44/2";"5604";"73/10000
"
"";"2017-02-27";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Gaj (13)";"14";"ul. JERZEGO KUKUCZKI ";"15 ";"15";"79.9";"492000.00";"6157.70";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"";"Umowa ostateczna sprzedaży rynek wtórny";"cena zawiera udz. 125/1000 w GW;4 piętro, 2 pokoje, pokój z kuchnią i przedpokoje, łazianka, komórka o pow. 2.10 m2,miejsce postojowe w garażu wielostanowiskowym;Obręb: 0013 - Gaj, Ark.: 14, Nr dz.: 44/2;księga gruntowa: WR1K/00092631/3";"";"492000.00";"6157.70";"";"";"WR1K/00240853/8";"Sąd Rejonowy dla Wrocławia - Krzyków";"1823/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-570";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"44/2";"5604";"90/10000
"
"";"2017-06-28";"dolnośląskie";"Wrocław";"Wrocław-Krzyki (delegatura)";"Wrocław-Krzyki";"Krzyki";"Gaj (13)";"14";"ul. JERZEGO KUKUCZKI ";"7 ";"102";"30.47";"199000.00";"6531.01";"";"";"";"";"2";"";"";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"cena brutto;I piętro, 2 pokoje- wtym 1 połączony z aneksem kuchnia, łazienka + balkon 0 pow.2.06 m2;Obręb: 0013 - Gaj, Ark.: 14, Nr dz.: 41/2;księga gruntowa: WR1K/00022638/1";"";"199000.00";"6531.01";"";"";"WR1K/00360771/6";"Sąd Rejonowy dla Wrocławia - Krzyków";"2732/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50-570";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"41/2";"2388";"67/10000
"
"";"2017-10-03";"dolnośląskie";"Wrocław";"Wrocław-Psie Pole (delegatura)";"Wrocław-Psie Pole";"Psie Pole";"Pawłowice (56)";"18";"ul. JEZIOROWA ";"23b-23g ";"";"48.1";"275000.00";"5717.26";"";"";"";"";"3";"";"wielorodzinne";"Prawo własności";"(ws - współwłasność)";"Umowa ostateczna sprzedaży rynek wtórny";"1 piętro, 2 pokoje, kuchnia,łazienka,przedpokój, (lokal niemieszkalny wycenionooddzielnie);Obręb: 0056 - Pawłowice, Ark.: 18, Nr dz.: 46/21,46/29;księga gruntowa: *KW140212";"";"275000.00";"5717.26";"";"";"*KW140213";"Sąd Rejonowy dla Wrocławia - Krzyków";"2993/2017";"RCiWN";"osoba fizyczna";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"51-252";"";"";"";"";"Transakcja";"";"PLN";"";"Prawo własności";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"46/21,46/29";"2207";"25/1000
"
