wroclaw	50-082	ul. nowa	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-083	pl. konstytucji 3 maja	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	krzyki
wroclaw	50-084	ul. stanislawa malachowskiego	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	krzyki
wroclaw	50-085	ul. marsz. jozefa pilsudskiego	105	32765	0	0	dolnoslaskie	wroclaw	wroclaw	krzyki
wroclaw	50-086	ul. sucha	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	krzyki
wroclaw	50-087	ul. nasypowa	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	krzyki
wroclaw	50-088	ul. swobodna	1	39	2	44	dolnoslaskie	wroclaw	wroclaw	krzyki
wroclaw	50-089	ul. swobodna	41	32765	46	32764	dolnoslaskie	wroclaw	wroclaw	krzyki
wroclaw	50-101	ul. rynek	13	27	14	28	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-102	ul. rynek	29	39	30	40	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-103	ul. kurzy targ	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-103	ul. sw. marii magdaleny	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-104	ul. laciarska	1	11	2	12	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-105	ul. kaznodziejska	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-105	ul. laciarska	59	32765	58	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-106	ul. rynek	1	11	2	12	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-107	ul. sukiennice	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-107	ul. przejscie zelaznicze	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-107	ul. przejscie garncarskie	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-108	ul. kielbasnicza	1	7	2	6	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-109	ul. kielbasnicza	27	32765	28	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-110	ul. kielbasnicza	9	25	8	26	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-111	ul. jatki	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-111	ul. malarska	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-111	ul. sw. elzbiety	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-112	ul. garbary	1	7	2	8	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-113	ul. odrzanska	1	19	2	18	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-114	ul. odrzanska	21	32765	20	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-115	ul. grodzka	1	7	2	6	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-115	ul. garbary	9	32765	10	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-116	ul. rynek	41	32765	42	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-117	ul. igielna	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-118	ul. wiezienna	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-119	ul. nozownicza	1	23	2	26	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-120	ul. kotlarska	19	39	20	40	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-121	ul. szewska	71	77	72	76	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-122	ul. szewska	9	11	8	12	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-123	ul. olawska	1	33	2	32	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-124	ul. olawska	35	32765	34	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-125	ul. swietego mikolaja	1	11	2	12	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-126	ul. swietego mikolaja	69	32765	70	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-127	ul. swietego mikolaja	45	67	44	68	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-128	ul. swietego mikolaja	13	43	14	42	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-129	ul. rzeznicza	1	7	2	6	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-130	ul. rzeznicza	27	32765	26	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-132	ul. rzeznicza	9	25	8	24	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-133	ul. lazienna	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-134	ul. bialoskornicza	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-135	ul. nowy swiat	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-136	pl. jana pawla ii	1	5	0	0	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-136	pl. jana pawla ii	9	32765	0	0	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-136	ul. antoniego cieszynskiego	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-136	ul. sw. barbary	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-136	ul. wszystkich swietych	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-137	pl. uniwersytecki	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-137	ul. grodzka	9	32765	8	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-138	ul. kuznicza	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-139	ul. szewska	13	69	14	70	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-140	pl. bp. nankiera	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-140	ul. jodlowa	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-141	pl. nowy targ	1	7	2	8	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-141	pl. nowy targ	0	0	28	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-142	pl. nowy targ	9	13	10	14	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-143	pl. nowy targ	15	21	16	20	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-144	pl. nowy targ	23	32765	22	26	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-145	ul. uniwersytecka	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-146	ul. laciarska	13	57	14	56	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-147	ul. nozownicza	25	32765	28	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-148	ul. biskupia	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-148	ul. krawiecka	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-148	ul. wita stwosza	1	25	2	26	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-149	ul. krowia	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-149	ul. sw. wita	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-149	ul. wita stwosza	27	32765	28	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-150	ul. kotlarska	1	17	2	18	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-151	ul. kotlarska	41	32765	42	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-152	ul. sw. katarzyny	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-153	bulwar xawerego dunikowskiego	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-153	pl. powstancow warszawy	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-153	ul. ks. wincentego krainskiego	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-153	ul. sw. ducha	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-155	ul. jana ewangelisty purkyniego	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-156	pl. polski	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-156	ul. andrzeja frycza modrzewskiego	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-156	ul. garncarska	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-156	ul. bernardynska	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-157	ul. klemensa janickiego	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-158	ul. piaskowa	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-159	pl. dominikanski	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	stare miasto
wroclaw	50-201	ul. mostowa	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-201	ul. mieszczanska	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-201	ul. wladyslawa jagielly	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-202	ul. zyndrama z maszkowic	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-202	ul. ksiecia witolda	1	59	2	50	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-203	ul. jana zizki	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-203	ul. romana dmowskiego	1	32765	2	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
wroclaw	50-203	ul. ksiecia witolda	61	32765	52	32764	dolnoslaskie	wroclaw	wroclaw	srodmiescie
